Row ID;Order ID;Order Date;Order Priority;Order Quantity;Sales;Discount;Ship Mode;Profit;Unit Price;Shipping Cost;Customer Name;Product Name;Ship Date
3017;21703;2009-03-02;Not Specified;3;12.01;0;Regular Air;-1.08;3.69;0.5;Alan Hwang;Avery 501;2009-03-04
3018;21703;2009-03-02;Not Specified;20;1846.76;0.03;Regular Air;3.14;92.23;39.61;Alan Hwang;Deflect-o RollaMat Studded. Beveled Mat for Medium Pile Carpeting;2009-03-04
3019;21703;2009-03-02;Not Specified;15;2211.734;0.02;Express Air;80.76;175.99;4.99;Alan Hwang;5165;2009-03-02
3022;21731;2011-11-26;Low;26;1580.57;0.08;Regular Air;-750.82;60.98;49;Liz MacKendrick;Euro Pro Shark Stick Mini Vacuum;2011-11-26
3036;21799;2011-04-19;Not Specified;42;115.99;0.05;Express Air;-53.35;2.6;2.4;Lynn Smith;12 Colored Short Pencils;2011-04-20
3066;21985;2009-08-26;Critical;1;255.83;0.07;Delivery Truck;-132.74;226.67;28.16;Lynn Smith;Hon GuestStacker Chair;2009-08-27
3067;21985;2009-08-26;Critical;45;947.66;0.08;Delivery Truck;-2175.09;20.98;53.03;Lynn Smith;Tennsco Lockers. Gray;2009-08-28
3098;22210;2011-09-19;Critical;37;1033.44;0.1;Regular Air;385.63;29.14;4.86;Tracy Collins;Snap-A-Way� Black Print Carbonless Speed Message. No Reply Area. Duplicate;2011-09-21
3153;22628;2009-10-29;Medium;30;2951.7;0.02;Delivery Truck;-1111.45;95.95;74.35;Lynn Smith;Bevis Steel Folding Chairs;2009-11-01
3220;23106;2010-10-20;Medium;35;25313.34;0.05;Delivery Truck;8612.11;810.98;16.06;Liz MacKendrick;Okidata ML591 Wide Format Dot Matrix Printer;2010-10-22
3262;23360;2009-05-11;Low;30;512.97;0.01;Express Air;261.29;15.67;1.39;Jocasta Rupert;#10 White Business Envelopes.4 1/8 x 9 1/2;2009-05-11
3331;23809;2012-06-04;Not Specified;7;86.61;0.1;Regular Air;15.69;12.97;1.49;Nora Price;"Mead 1st Gear 2"" Zipper Binder. Asst. Colors";2012-06-06
3491;24870;2009-04-24;Low;38;1396.58;0.03;Regular Air;600.72;35.41;1.99;Jim Epp;Imation DVD-RAM discs;2009-04-26
3492;24870;2009-04-24;Low;45;6448.69;0;Regular Air;1663.35;142.86;19.99;Jim Epp;Letter Size Cart;2009-05-03
3606;25793;2012-04-07;Low;27;3436.771;0.04;Regular Air;520;155.99;8.99;James Galang;LX 788;2012-04-09
3724;26629;2009-07-10;High;38;21956.03;0.1;Regular Air;5903.09;599.99;24.49;Muhammed Yedwab;Canon PC1080F Personal Copier;2009-07-11
3725;26629;2009-07-10;High;32;89.89;0.06;Regular Air;-8.16;2.78;1.25;Muhammed Yedwab;Newell 318;2009-07-12
3909;27875;2010-03-26;Low;5;64.97;0.1;Regular Air;-190.3;3.48;49;Muhammed Yedwab;Hoover� Commercial Lightweight Upright Vacuum;2010-03-31
3911;27879;2010-02-26;Medium;44;669.01;0.08;Regular Air;299.35;15.74;1.39;Anemone Ratner;"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes";2010-02-27
3912;27879;2010-02-26;Medium;30;301.6;0.01;Express Air;-24.93;9.65;6.22;Anemone Ratner;Eldon Expressions� Desk Accessory. Wood Pencil Holder. Oak;2010-02-28
3953;28198;2012-02-08;Medium;50;7703.9665;0;Regular Air;2446.5;175.99;8.99;Georgia Rosenberg;2180;2012-02-09
4007;28583;2009-11-12;Critical;25;5811.72;0.03;Regular Air;2431.6;223.98;15.01;Jim Epp;GBC DocuBind TL200 Manual Binding Machine;2009-11-13
4021;28738;2012-08-10;Medium;2;23.54;0.03;Regular Air;-14.47;8.6;6.19;Nora Price;Avery Printable Repositionable Plastic Tabs;2012-08-12
4022;28738;2012-08-10;Medium;10;1539.83;0.08;Regular Air;34.85;165.2;19.99;Nora Price;Economy Rollaway Files;2012-08-11
4083;29120;2010-05-12;Low;43;1677.27;0.08;Regular Air;528.79;40.98;7.47;James Galang;"Wilson Jones Ledger-Size. Piano-Hinge Binder. 2"". Blue";2010-05-14
4084;29120;2010-05-12;Low;21;1556.08;0.05;Delivery Truck;-41.77;70.98;26.74;James Galang;Hon Metal Bookcases. Black;2010-05-17
4157;29504;2010-09-23;Not Specified;20;1485.06;0.04;Delivery Truck;25.32;70.98;26.85;Richard Bierner;Safco Value Mate Steel Bookcase. Baked Enamel Finish on Steel. Black;2010-09-25
4158;29504;2010-09-23;Not Specified;34;1211.18;0.1;Regular Air;208.4;38.76;13.26;Richard Bierner;Xerox 1892;2010-09-23
4300;30625;2010-02-08;Critical;37;478.94;0.04;Regular Air;10.56;12.53;7.17;Pauline Johnson;GBC ProClick Spines for 32-Hole Punch;2010-02-08
4301;30625;2010-02-08;Critical;24;2429.09;0.06;Express Air;-20.67;105.29;10.12;Pauline Johnson;Eldon Antistatic Chair Mats for Low to Medium Pile Carpets;2010-02-10
4376;31174;2009-03-26;Not Specified;20;4520.6;0.07;Regular Air;1944.38;225.04;11.79;Muhammed Yedwab;Holmes Harmony HEPA Air Purifier for 17 x 20 Room;2009-03-26
4377;31174;2009-03-26;Not Specified;29;225.25;0.03;Regular Air;-7.59;7.84;4.71;Muhammed Yedwab;XtraLife� ClearVue� Slant-D� Ring Binders by Cardinal;2009-03-29
4397;31302;2012-08-01;High;41;4648.64;0.04;Regular Air;1777.67;115.79;1.99;Jim Epp;Verbatim DVD-R. 4.7GB. Spindle. WE. Blank. Ink Jet/Thermal. 20/Spindle;2012-08-03
4490;31973;2011-05-12;Not Specified;15;404.54;0.03;Regular Air;43.99;26.64;5.3;Richard Bierner;SAFCO Optional Arm Kit for Workspace� Cribbage Stacking Chair;2011-05-13
4491;31973;2011-05-12;Not Specified;16;124.89;0.07;Regular Air;-111.17;7.28;11.15;Richard Bierner;Array� Parchment Paper. Assorted Colors;2011-05-14
4511;32101;2009-12-26;Low;48;14567.15;0.04;Delivery Truck;3799.59;291.73;48.8;Liz MacKendrick;Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs;2009-12-30
4625;32929;2011-05-02;Low;8;44.56;0.05;Regular Air;4.81;5.68;1.39;Liz MacKendrick;Staples Standard Envelopes;2011-05-06
4626;32929;2011-05-02;Low;13;152.14;0.09;Regular Air;-26.87;12.21;4.81;Liz MacKendrick;Portable Personal File Box;2011-05-07
4690;33414;2012-02-10;Not Specified;9;37.22;0.03;Regular Air;-2.76;4.13;1.17;Phillina Ober;Newell 31;2012-02-10
4860;34596;2011-08-31;Critical;39;302.09;0.05;Regular Air;-67.09;7.68;6.16;James Galang;GBC VeloBinder Strips;2011-09-01
4984;35457;2009-12-07;Low;45;3286.27;0.02;Regular Air;1102.58;70.97;3.5;Georgia Rosenberg;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;2009-12-14
5046;35940;2010-05-27;Critical;47;136.63;0.03;Regular Air;-162.61;2.88;5.33;James Galang;Avery File Folder Labels;2010-05-30
5115;36449;2010-09-05;Not Specified;43;927.82;0.02;Regular Air;255.03;20.24;6.67;Bruce Stewart;DAX Contemporary Wood Frame with Silver Metal Mat. Desktop. 11 x 14 Size;2010-09-07
5116;36449;2010-09-05;Not Specified;27;123.37;0.09;Regular Air;-6.69;4.71;0.7;Bruce Stewart;Plymouth Boxed Rubber Bands by Plymouth;2010-09-08
5242;37313;2012-07-02;Not Specified;44;3304.38;0;Regular Air;-634.49;70.71;37.58;Liz MacKendrick;Tenex Carpeted. Granite-Look or Clear Contemporary Contour Shape Chair Mats;2012-07-03
5243;37313;2012-07-02;Not Specified;17;908.412;0.07;Express Air;-71.19;65.99;8.99;Liz MacKendrick;V 3600 Series;2012-07-04
5249;37348;2009-06-13;High;33;551.67;0.08;Regular Air;25.44;17.15;4.96;Maribeth Dona;Advantus Rolling Storage Box;2009-06-16
5271;37510;2009-03-08;Critical;15;2466.02;0.02;Regular Air;243.73;161.55;19.99;Richard Bierner;Fellowes Super Stor/Drawer� Files;2009-03-08
5304;37762;2012-06-06;Medium;20;135.02;0.02;Regular Air;-60.69;6.48;6.74;Anemone Ratner;Xerox 215;2012-06-07
5439;38628;2011-10-29;Low;23;667.998;0.06;Regular Air;251.26;35.99;1.25;Nora Price;Accessory23;2011-11-03
5465;38848;2012-12-16;High;6;259.52;0.06;Regular Air;45.2;43.41;2.99;Nora Price;Satellite Sectional Post Binders;2012-12-17
5490;38950;2011-07-02;Not Specified;24;109.23;0.02;Regular Air;-100.58;4.38;6.21;Nora Price;Acco 3-Hole Punch;2011-07-03
5491;38950;2011-07-02;Not Specified;39;74;0.08;Regular Air;-20.6;1.89;0.76;Nora Price;Revere Boxed Rubber Bands by Revere;2011-07-03
5492;38950;2011-07-02;Not Specified;30;288.45;0.03;Regular Air;-5.98;9.31;3.98;Nora Price;Acme� Forged Steel Scissors with Black Enamel Handles;2011-07-05
5578;39521;2009-08-09;Low;28;112.35;0.1;Regular Air;31.27;4.13;0.99;Jim Epp;Avery 491;2009-08-13
5698;40289;2012-11-26;Not Specified;26;78.09;0.01;Regular Air;19.63;2.88;0.99;Muhammed Yedwab;Avery 474;2012-11-27
5699;40289;2012-11-26;Not Specified;4;42.77;0.04;Regular Air;-1.19;10.14;2.27;Muhammed Yedwab;"Staples Wirebound Steno Books. 6"" x 9"". 12/Pack";2012-11-27
5739;40775;2010-11-17;Low;23;279.63;0.07;Regular Air;61.69;12.58;5.16;Liz MacKendrick;DAX Copper Panel Document Frame. 5 x 7 Size;2010-11-22
5794;41094;2009-01-06;Low;46;298.97;0.09;Regular Air;-225.86;6.48;8.73;Maribeth Schnelling;Xerox 227;2009-01-08
5795;41094;2009-01-06;Low;6;159.05;0.05;Regular Air;-153.46;20.34;35;Maribeth Schnelling;Tennsco Commercial Shelving;2009-01-10
5808;41186;2010-11-22;High;13;142.12;0.01;Express Air;54.91;9.78;1.39;Aleksandra Gannaway;"Staples #10 Laser & Inkjet Envelopes. 4 1/8"" x 9 1/2"". 100/Box";2010-11-24
5830;41351;2010-09-23;Not Specified;48;8273.2795;0.08;Regular Air;2461.31;205.99;8.99;Katherine Hughes;TimeportP7382;2010-09-24
5861;41605;2010-12-25;Medium;4;114.57;0.02;Regular Air;-29.98;24.92;12.98;Nora Price;GBC Standard Therm-A-Bind Covers;2010-12-26
5875;41667;2012-06-20;High;18;1062.2195;0.03;Regular Air;132.37;65.99;5.31;Richard Bierner;3390;2012-06-23
6068;42982;2012-07-27;Low;12;1318.34;0.02;Express Air;464.05;105.34;24.49;Brendan Sweed;Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting;2012-08-05
6172;43745;2010-11-01;Low;5;128.59;0.07;Regular Air;-15.17;25.98;5.37;Laurel Elliston;3M Office Air Cleaner;2010-11-08
6173;43745;2010-11-01;Low;1;4.97;0.04;Regular Air;-4.91;3.55;1.43;Laurel Elliston;Acco Clips to Go� Binder Clips. 24 Clips in Two Sizes;2010-11-05
6234;44167;2012-01-30;Critical;23;3194.05;0.08;Regular Air;608.52;142.86;19.99;Jim Epp;Letter Size Cart;2012-01-31
6349;44997;2011-09-28;Low;46;88.1;0.03;Regular Air;-161.61;1.76;4.86;Katherine Hughes;Regeneration Desk Collection;2011-10-02
6392;45408;2010-12-26;Low;25;716.99;0.05;Regular Air;174.06;29.89;1.99;Maribeth Dona;Verbatim DVD-RAM. 5.2GB. Rewritable. Type 1. DS;2011-01-17
6449;45924;2010-12-21;Low;1;27.44;0.02;Regular Air;-11.76;24.95;2.99;Laurel Elliston;Large Capacity Hanging Post Binders;2010-12-26
6548;46565;2011-06-22;Not Specified;16;4691.27;0.05;Express Air;1196.72;300.65;24.49;Laurel Elliston;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;2011-06-22
6549;46565;2011-06-22;Not Specified;50;804.14;0.1;Regular Air;-25.27;17.67;8.99;Laurel Elliston;"Executive Impressions 12"" Wall Clock";2011-06-23
6550;46565;2011-06-22;Not Specified;8;567.51;0.01;Regular Air;-255.55;64.65;35;Laurel Elliston;Space Solutions Commercial Steel Shelving;2011-06-24
6593;46916;2011-10-03;High;40;103.79;0.03;Regular Air;37.85;2.61;0.5;Nora Price;Avery 479;2011-10-05
6594;46916;2011-10-03;High;40;2108.21;0.03;Regular Air;273.61;51.75;19.99;Nora Price;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";2011-10-05
6634;47173;2009-09-01;Not Specified;41;277.0745;0.03;Regular Air;-128.44;7.99;5.03;Aleksandra Gannaway;Bell Sonecor JB700 Caller ID;2009-09-03
6649;47271;2011-07-28;Medium;44;221.42;0.03;Regular Air;-142.02;4.98;4.62;Liz MacKendrick;"Imation 3.5"". DISKETTE 44766 HGHLD3.52HD/FM. 10/Pack";2011-07-29
6712;47815;2012-12-30;Not Specified;45;580.96;0.08;Regular Air;-33.47;13.73;6.85;Jim Epp;DAX Wood Document Frame.;2012-12-30
6727;47909;2010-03-09;Medium;38;185.19;0.07;Regular Air;-175.62;4.98;7.44;Dean Percer;Xerox 1922;2010-03-09
6728;47909;2010-03-09;Medium;22;220.26;0.07;Regular Air;-35.95;10.23;4.68;Dean Percer;Acme� Box Cutter Scissors;2010-03-10
6729;47909;2010-03-09;Medium;48;843.03;0.08;Regular Air;419.9;20.99;0.99;Dean Percer;Accessory21;2010-03-11
6823;48609;2010-02-24;High;26;176.34;0;Regular Air;-103.32;6.48;7.86;Pauline Johnson;Xerox 213;2010-02-25
6824;48609;2010-02-24;High;5;186.5;0.04;Express Air;4.16;37.44;4.27;Pauline Johnson;Sanford Prismacolor� Professional Thick Lead Art Pencils. 36-Color Set;2010-02-25
6833;48643;2012-10-18;Medium;14;9171.71;0.06;Delivery Truck;2636.01;808.49;55.3;Laurel Elliston;Hewlett-Packard Business Color Inkjet 3000 [N. DTN] Series Printers;2012-10-20
6834;48643;2012-10-18;Medium;6;18.05;0.06;Regular Air;0.13;2.88;0.99;Laurel Elliston;Avery 474;2012-10-20
6835;48643;2012-10-18;Medium;50;2896.358;0;Regular Air;583.5;65.99;8.99;Laurel Elliston;StarTAC Analog;2012-10-20
6923;49380;2012-05-04;Medium;11;22145.37;0.02;Regular Air;6138.48;1938.02;13.99;Jocasta Rupert;Polycom ViewStation� Adapter H323 Videoconferencing Unit;2012-05-06
6946;49607;2009-05-04;Medium;6;1056.6435;0.06;Regular Air;-586.2;205.99;8.99;Georgia Rosenberg;TimeportP7382;2009-05-05
6977;49862;2012-09-12;Not Specified;24;75.73;0.07;Regular Air;29.46;3.15;0.5;Nora Price;Avery 520;2012-09-14
7033;50209;2010-09-10;High;34;1863.02;0.03;Express Air;823.26;55.48;6.79;Brendan Sweed;Eaton Premium Continuous-Feed Paper. 25% Cotton. Letter Size. White. 1000 Shts/Box;2010-09-12
7034;50209;2010-09-10;High;2;53.3;0;Regular Air;-46.2;20.89;11.52;Brendan Sweed;Iris� 3-Drawer Stacking Bin. Black;2010-09-11
7066;50432;2009-06-07;Low;7;2161.36;0.02;Delivery Truck;-92.37;284.98;69.55;Jim Epp;Global Commerce� Series High-Back Swivel/Tilt Chairs;2009-06-12
7067;50432;2009-06-07;Low;45;2494.92;0.08;Regular Air;816.72;55.48;14.3;Jim Epp;Xerox 194;2009-06-09
7076;50500;2011-09-06;Low;11;64.86;0;Regular Air;22.05;5.43;0.95;Lisa DeCherney;Wirebound Message Book. 4 per Page;2011-09-10
7077;50500;2011-09-06;Low;45;109.39;0.07;Express Air;16.31;2.47;1.02;Lisa DeCherney;Staples Paper Clips;2011-09-06
7093;50626;2009-10-20;Medium;18;3267.41;0;Delivery Truck;248.19;170.98;35.89;Dean Percer;"Rush Hierlooms Collection 1"" Thick Stackable Bookcases";2009-10-21
7094;50626;2009-10-20;Medium;42;26126.92;0.04;Regular Air;9498.6;599.99;24.49;Dean Percer;Canon PC1080F Personal Copier;2009-10-22
7099;50657;2011-12-18;High;40;315.45;0.01;Regular Air;-305.88;7.38;11.51;Aleksandra Gannaway;GBC Plastic Binding Combs;2011-12-19
7100;50657;2011-12-18;High;16;60.02;0.1;Express Air;0.94;3.71;1.93;Aleksandra Gannaway;"""While you Were Out"" Message Book. One Form per Page";2011-12-20
7101;50657;2011-12-18;High;49;7413.29;0.01;Delivery Truck;1148.23;150.98;16.01;Aleksandra Gannaway;"Iceberg OfficeWorks 42"" Round Tables";2011-12-20
7108;50725;2010-11-23;Medium;19;2441.1405;0.05;Regular Air;261.96;155.99;8.99;Muhammed Yedwab;R280;2010-11-25
7170;51175;2012-08-14;High;28;1135.24;0.06;Regular Air;271.81;41.71;4.5;Katherine Hughes;Fellowes 8 Outlet Superior Workstation Surge Protector;2012-08-14
7171;51175;2012-08-14;High;3;2136.93;0.04;Regular Air;-2297.48;699.99;24.49;Katherine Hughes;Canon PC1060 Personal Laser Copier;2012-08-15
7174;51202;2012-04-13;High;4;30.89;0.06;Regular Air;-19.55;5.78;7.64;Jim Epp;HP Office Recycled Paper (20Lb. and 87 Bright);2012-04-15
7175;51202;2012-04-13;High;34;170.46;0.1;Regular Air;-104.35;5.28;5.66;Jim Epp;Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright);2012-04-14
7213;51488;2010-05-02;High;31;1561.96;0.03;Regular Air;119.92;50.98;13.66;Liz MacKendrick;Eureka The Boss� Cordless Rechargeable Stick Vac;2010-05-03
7271;51873;2009-05-06;High;29;265.92;0.04;Regular Air;79.67;9.11;2.15;Muhammed Yedwab;"Black Print Carbonless Snap-Off� Rapid Letter. 8 1/2"" x 7""";2009-05-06
7397;52711;2011-09-23;Not Specified;7;220.79;0;Regular Air;-91.51;30.97;4;Aimee Bixby;Microsoft Multimedia Keyboard;2011-09-25
7398;52711;2011-09-23;Not Specified;41;755.19;0;Regular Air;81.44;17.67;8.99;Aimee Bixby;"Executive Impressions 12"" Wall Clock";2011-09-25
7460;53222;2009-10-19;Low;2;21.71;0.07;Regular Air;-15.13;6.48;9.54;Nora Price;Xerox 1905;2009-10-19
7568;54146;2010-10-18;Low;3;124.75;0.06;Regular Air;-112.64;40.96;1.99;Laurel Elliston;Fuji 5.2GB DVD-RAM;2010-10-23
7646;54791;2012-12-20;High;27;1087.58;0.01;Regular Air;514.45;39.89;3.04;Lisa DeCherney;Ultra Commercial Grade Dual Valve Door Closer;2012-12-21
7647;54791;2012-12-20;High;42;4273.35;0.07;Regular Air;-892.03;101.41;35;Lisa DeCherney;Tennsco Regal Shelving Units;2012-12-22
7723;55335;2012-09-15;Not Specified;30;8684.23;0.05;Delivery Truck;1488.77;280.98;35.67;Muhammed Yedwab;Global Adaptabilities� Conference Tables;2012-09-17
7759;55525;2009-05-08;Low;1;291.4;0.06;Regular Air;-763.16;300.97;7.18;Liz MacKendrick;Gyration Ultra Professional Cordless Optical Suite;2009-05-08
7790;55746;2009-06-30;Not Specified;29;324.75;0.07;Regular Air;-36.87;11.29;5.03;Georgia Rosenberg;X-Rack� File for Hanging Folders;2009-07-02
7967;56960;2009-08-06;High;48;2784.8295;0.01;Express Air;788.29;65.99;4.2;Jim Epp;5170;2009-08-08
7977;57059;2011-06-01;Medium;50;212.12;0.01;Regular Air;-154.63;3.98;5.26;Liz MacKendrick;Ibico Presentation Index for Binding Systems;2011-06-03
7978;57059;2011-06-01;Medium;25;2455.54;0.03;Regular Air;1361.88;98.31;0.49;Liz MacKendrick;Dot Matrix Printer Tape Reel Labels. White. 5000/Box;2011-06-03
8067;57568;2010-06-17;Not Specified;38;592.54;0.07;Regular Air;282.11;15.67;1.39;Jim Epp;#10 White Business Envelopes.4 1/8 x 9 1/2;2010-06-19
8100;57798;2012-09-15;High;20;3050.81;0.01;Delivery Truck;-124.04;140.98;36.09;Nora Price;Sauder Forest Hills Library. Woodland Oak Finish;2012-09-16
8147;58273;2010-06-20;High;31;244.9;0.08;Regular Air;-61.14;8.46;3.62;Liz MacKendrick;"Imation 3.5"". RTS 247544 3M 3.5 DSDD. 10/Pack";2010-06-20
8210;58693;2009-10-21;Low;50;876.64;0;Regular Air;-126.68;15.99;13.18;Bruce Stewart;"GBC Pre-Punched Binding Paper. Plastic. White. 8-1/2"" x 11""";2009-10-25
8228;58818;2009-04-15;Critical;41;998.05;0.01;Regular Air;391.14;22.98;1.99;James Galang;Memorex 80 Minute CD-R. 30/Pack;2009-04-16
8229;58818;2009-04-15;Critical;20;4353.02;0.1;Delivery Truck;661.77;226.67;28.16;James Galang;Hon GuestStacker Chair;2009-04-17
8277;59171;2011-09-12;Medium;39;105.07;0.08;Regular Air;9.11;2.88;0.7;Phillip Breyer;Newell 340;2011-09-13
8301;59271;2011-04-25;Not Specified;40;630.38;0.02;Express Air;-186.77;14.81;13.32;Lynn Smith;Holmes Replacement Filter for HEPA Air Cleaner. Large Room;2011-04-26
8302;59271;2011-04-25;Not Specified;23;144.03;0.02;Regular Air;-37.04;5.98;5.2;Lynn Smith;Xerox 1992;2011-04-27
8347;59680;2012-06-18;Critical;15;17.77;0.05;Regular Air;-37.67;0.99;2.96;Katherine Hughes;Sony IBM Color Diskettes. 25/Pack;2012-06-19
17;97;2010-01-28;Medium;26;75.57;0.03;Regular Air;28.24;2.89;0.5;Craig Yedwab;Avery 498;2010-01-29
54;323;2009-03-25;Critical;20;108.09;0.07;Regular Air;25.76;5.68;1.39;Dario Medina;Staples Standard Envelopes;2009-03-27
55;323;2009-03-25;Critical;2;55.34;0.06;Regular Air;-31.24;22.84;11.54;Dario Medina;Xerox 1964;2009-03-27
173;1095;2011-08-21;Medium;28;142.18;0.07;Regular Air;-50.14;4.98;4.72;Ed Braxton;Xerox 1949;2011-08-23
367;2562;2012-07-31;Critical;28;64.82;0.02;Regular Air;-32.03;2.12;1.99;Cindy Chapman;Fuji Slim Jewel Case CD-R;2012-08-03
368;2562;2012-07-31;Critical;6;77.6;0.08;Regular Air;-37.07;11.34;11.25;Cindy Chapman;Staples 1 Part Blank Computer Paper;2012-08-02
369;2562;2012-07-31;Critical;17;821.18;0.04;Express Air;308.63;48.91;5.81;Cindy Chapman;Xerox 1891;2012-08-01
600;4099;2012-08-20;Critical;42;1691.51;0.08;Regular Air;285.16;42.76;6.22;Ed Braxton;SAFCO Mobile Desk Side File. Wire Frame;2012-08-21
601;4099;2012-08-20;Critical;12;122.93;0.04;Regular Air;-6.83;9.78;5.76;Ed Braxton;"Staples #10 Laser & Inkjet Envelopes. 4 1/8"" x 9 1/2"". 100/Box";2012-08-23
602;4099;2012-08-20;Critical;4;47.86;0;Regular Air;-17.32;9.48;7.29;Ed Braxton;DAX Two-Tone Rosewood/Black Document Frame. Desktop. 5 x 7;2012-08-21
603;4099;2012-08-20;Critical;39;3607.8505;0.05;Regular Air;784.49;110.99;8.99;Ed Braxton;LX 677;2012-08-22
770;5509;2009-04-07;Low;11;68.46;0.02;Regular Air;-22.48;5.58;5.3;Ashley Jarboe;Staples Brown Kraft Recycled Clasp Envelopes;2009-04-12
771;5509;2009-04-07;Low;21;885.23;0.03;Regular Air;78.98;40.89;18.98;Ashley Jarboe;Eldon Executive Woodline II Cherry Finish Desk Accessories;2009-04-14
1107;8132;2009-05-14;Low;46;229.35;0.08;Express Air;-165.45;4.89;4.93;Benjamin Farhat;"Maxell 3.5"" DS/HD IBM-Formatted Diskettes. 10/Pack";2009-05-14
1108;8132;2009-05-14;Low;45;294.86;0.07;Regular Air;-141.12;6.68;6.92;Benjamin Farhat;Xerox 1898;2009-05-21
1209;8868;2009-01-28;Low;3;190.45;0.02;Regular Air;-44.05;59.98;3.99;Cindy Chapman;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;2009-02-06
1210;8868;2009-01-28;Low;34;179.99;0.03;Regular Air;-102.27;5.18;5.74;Cindy Chapman;Wilson Jones Impact Binders;2009-02-01
1351;9857;2010-05-11;High;50;3615.8405;0.03;Regular Air;1861.35;85.99;3.3;Bruce Degenhardt;Accessory20;2010-05-13
1407;10213;2011-02-17;High;12;464.57;0.04;Regular Air;-79.18;39.98;4;Dianna Vittorini;Microsoft Natural Keyboard Elite;2011-02-19
1505;10884;2009-11-25;Low;24;2525.9875;0.09;Regular Air;416.67;125.99;8.99;Cindy Chapman;SC7868i;2009-12-02
1638;11843;2009-07-17;Medium;42;4993.42;0.03;Delivery Truck;190.14;119.99;56.14;Cindy Chapman;Hewlett-Packard 2600DN Business Color Inkjet Printer;2009-07-19
1639;11843;2009-07-17;Medium;9;1059.3;0.05;Regular Air;67.6;115.79;1.99;Cindy Chapman;Verbatim DVD-R. 4.7GB. Spindle. WE. Blank. Ink Jet/Thermal. 20/Spindle;2009-07-19
1679;12099;2009-09-11;Critical;1;17.59;0.06;Express Air;10.85;2.61;0.5;Cindy Stewart;Avery 479;2009-09-11
1680;12099;2009-09-11;Critical;48;308.81;0.01;Regular Air;128.28;6.35;1.02;Cindy Stewart;"Telephone Message Books with Fax/Mobile Section. 5 1/2"" x 3 3/16""";2009-09-13
1726;12418;2012-02-18;Not Specified;38;299.01;0.09;Regular Air;-142.86;7.98;6.5;Ed Braxton;Iris Project Case;2012-02-20
1944;13923;2012-07-08;High;39;220.09;0.04;Regular Air;-1795.74;4.48;49;Ed Braxton;Hoover Portapower� Portable Vacuum;2012-07-10
1945;13923;2012-07-08;High;49;1220.23;0;Regular Air;172.62;22.84;11.54;Ed Braxton;Xerox 1964;2012-07-09
1946;13923;2012-07-08;High;27;6152.8;0.04;Delivery Truck;554.55;225.02;28.66;Ed Braxton;Tennsco Double-Tier Lockers;2012-07-10
2028;14439;2012-08-30;High;27;1428.64;0.09;Regular Air;494.26;54.96;10.75;Cindy Stewart;Xerox 1940;2012-08-31
2310;16643;2010-04-11;Low;40;312.63;0.01;Regular Air;167.3;7.31;0.49;Quincy Jones;Self-Adhesive Address Labels for Typewriters by Universal;2010-04-15
2311;16643;2010-04-11;Low;46;441.4;0.06;Regular Air;146.04;10.06;2.06;Quincy Jones;Riverleaf Stik-Withit� Designer Note Cubes�;2010-04-15
2337;16807;2012-01-15;Medium;48;1585.6;0.08;Regular Air;632.13;35.44;4.92;Quincy Jones;Staples Colored Bar Computer Paper;2012-01-16
2338;16807;2012-01-15;Medium;30;215.85;0.09;Regular Air;60.95;7.4;1.71;Quincy Jones;"It's Hot Message Books with Stickers. 2 3/4"" x 5""";2012-01-17
2342;16864;2012-10-29;Not Specified;42;12837.11;0.05;Delivery Truck;1881.76;320.64;43.57;Cindy Chapman;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";2012-10-29
2494;18147;2009-07-17;Not Specified;42;82.03;0;Regular Air;-15.56;1.88;1.49;Bruce Degenhardt;Staples� General Use 3-Ring Binders;2009-07-18
2495;18147;2009-07-17;Not Specified;50;290.91;0.06;Regular Air;-108.19;5.78;5.67;Bruce Degenhardt;Xerox 1978;2009-07-18
2617;18918;2012-10-27;Not Specified;7;6362.94;0.1;Regular Air;-221.78;999.99;13.99;Quincy Jones;Polycom Soundstation EX Audio-Conferencing Telephone. Black;2012-10-28
2618;18919;2009-06-28;Low;39;739.28;0;Regular Air;43.97;17.52;8.17;Rob Williams;Bionaire 99.97% HEPA Air Cleaner;2009-07-03
2638;19104;2010-08-10;High;48;5085.907;0.03;Regular Air;1366.69;125.99;8.08;Quincy Jones;StarTAC ST7762;2010-08-12
2659;19207;2012-03-15;Not Specified;23;66.02;0.1;Regular Air;10.88;3.08;0.99;Cindy Chapman;Avery 511;2012-03-17
2660;19207;2012-03-15;Not Specified;11;15.53;0;Regular Air;-5.92;1.26;0.7;Cindy Chapman;Bagged Rubber Bands;2012-03-16
2747;19840;2010-05-24;Critical;25;8270.57;0.08;Delivery Truck;2851.46;400.97;48.26;Dianna Vittorini;Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer;2010-05-27
